SCEDTimestamp,RepeatedHourFlag,ElectricalBus,LMP
01/19/2016 09:55:12,N,DIVIDE_9107,       16.55
01/19/2016 09:55:12,N,DIVIDE_EPS1,       16.55
01/19/2016 09:55:12,N,DIVIDE_E_1,       16.55
01/19/2016 09:55:12,N,DIVIDE_E_12,       16.55
01/19/2016 09:55:12,N,DIVIDE_LINE,       16.56
01/19/2016 09:55:12,N,DKR_LD_TR3,       16.30
01/19/2016 09:55:12,N,DL_K,       16.30
01/19/2016 09:55:12,N,DL_KQ,       16.30
01/19/2016 09:55:12,N,DL_KX,       16.30
01/19/2016 09:55:12,N,DNDAM_E_1,       16.48
01/19/2016 09:55:12,N,DNDAM_R_B,       16.48
01/19/2016 09:55:12,N,DNDAM_V_A,       16.48
01/19/2016 09:55:12,N,DND_DENISOG1,       16.48
01/19/2016 09:55:12,N,DN_69A,       16.30
01/19/2016 09:55:12,N,DN_69B,       16.30
01/19/2016 09:55:12,N,DN_69C,       16.30
01/19/2016 09:55:12,N,DN_69D,       16.30
01/19/2016 09:55:12,N,DN_9015,       16.30
01/19/2016 09:55:12,N,DN_9035,       16.30
01/19/2016 09:55:12,N,DN_TR1,       16.30
01/19/2016 09:55:12,N,DN_TR2,       16.30
01/19/2016 09:55:12,N,DN_TR3,       16.30
01/19/2016 09:55:12,N,DOLRHIDE_8,       16.55
01/19/2016 09:55:12,N,DOLRHIDE_8Z,       16.55
01/19/2016 09:55:12,N,DOMINO,       16.48
01/19/2016 09:55:12,N,DOUGLAS_8,       16.46
01/19/2016 09:55:12,N,DOUGLAS_8X,       16.46
01/19/2016 09:55:12,N,DOWGEN_040,       16.24
01/19/2016 09:55:12,N,DOWLAP__138U,       16.30
01/19/2016 09:55:12,N,DOWLAP__138V,       16.30
01/19/2016 09:55:12,N,DOWNIES_0016,       19.32
01/19/2016 09:55:12,N,DOWNIES_0017,       19.32
01/19/2016 09:55:12,N,DOWNIES_0102,       19.25
01/19/2016 09:55:12,N,DOWNIES_0105,       19.25
01/19/2016 09:55:12,N,DOWNIES_0106,       19.25
01/19/2016 09:55:12,N,DOWNIES_0109,       19.25
01/19/2016 09:55:12,N,DOWNIES_K,       19.32
01/19/2016 09:55:12,N,DOWNING,       16.50
01/19/2016 09:55:12,N,DOW_0002,       16.24
01/19/2016 09:55:12,N,DOW_0003,       16.24
01/19/2016 09:55:12,N,DOW_0004,       16.24
01/19/2016 09:55:12,N,DOW_5025,       16.24
01/19/2016 09:55:12,N,DOW_5045,       16.24
01/19/2016 09:55:12,N,DOW_8000,       16.24
01/19/2016 09:55:12,N,DOW_8005,       16.24
01/19/2016 09:55:12,N,DOW_E_1,       16.24
01/19/2016 09:55:12,N,DOW_E_2,       16.24
01/19/2016 09:55:12,N,DOW_____345A,       16.24
01/19/2016 09:55:12,N,DOW_____345Z,       16.24
01/19/2016 09:55:12,N,DPEC_GT15040,       16.30
01/19/2016 09:55:12,N,DPEC_GT15041,       16.30
01/19/2016 09:55:12,N,DPEC_GT25025,       16.30
01/19/2016 09:55:12,N,DPEC_GT35010,       16.30
01/19/2016 09:55:12,N,DPEC_GT35011,       16.30
01/19/2016 09:55:12,N,DPEC_GT45070,       16.30
01/19/2016 09:55:12,N,DPEC_GT65065,       16.30
01/19/2016 09:55:12,N,DPEC_GT65066,       16.30
01/19/2016 09:55:12,N,DPEC_ST55065,       16.30
01/19/2016 09:55:12,N,DPO_138A,       16.30
01/19/2016 09:55:12,N,DPO_138B,       16.30
01/19/2016 09:55:12,N,DPO_8000,       16.30
01/19/2016 09:55:12,N,DPO_8005,       16.30
01/19/2016 09:55:12,N,DPO_8015,       16.30
01/19/2016 09:55:12,N,DPO_TR1,       16.30
01/19/2016 09:55:12,N,DPO_TR2,       16.30
01/19/2016 09:55:12,N,DPW_0003,       16.30
01/19/2016 09:55:12,N,DPW_0008,       16.30
01/19/2016 09:55:12,N,DPW_1,       16.30
01/19/2016 09:55:12,N,DPW_69D,       16.30
01/19/2016 09:55:12,N,DPW_8005,       16.30
01/19/2016 09:55:12,N,DPW_9010,       16.30
01/19/2016 09:55:12,N,DPW_9025,       16.30
01/19/2016 09:55:12,N,DPW_9040,       16.30
01/19/2016 09:55:12,N,DPW_9110,       16.30
01/19/2016 09:55:12,N,DQ_K,       16.30
01/19/2016 09:55:12,N,DQ_KP,       16.30
01/19/2016 09:55:12,N,DRAGON1_8Y,       16.47
01/19/2016 09:55:12,N,DRAGON1_8Z,       16.47
01/19/2016 09:55:12,N,DRESDEN_A,       16.65
01/19/2016 09:55:12,N,DRESDEN_B,       16.65
01/19/2016 09:55:12,N,DRESDEN_C,       16.65
01/19/2016 09:55:12,N,DRESDEN_KA,       16.65
01/19/2016 09:55:12,N,DRIPSP_K,       16.52
01/19/2016 09:55:12,N,DRMSW,       16.55
01/19/2016 09:55:12,N,DRMSW_0100,       16.55
01/19/2016 09:55:12,N,DRMSW_0400,       16.55
01/19/2016 09:55:12,N,DRSCOLS_AG1,       14.52
01/19/2016 09:55:12,N,DRSY_L_A,       16.52
01/19/2016 09:55:12,N,DRV5100_LINE,       16.56
01/19/2016 09:55:12,N,DRV5101_LINE,       16.56
01/19/2016 09:55:12,N,DRV5218_BUS,       16.56
01/19/2016 09:55:12,N,DRV5221_BUS,       16.56
01/19/2016 09:55:12,N,DRV5TR1,       16.56
01/19/2016 09:55:12,N,DRV5TR2,       16.56
01/19/2016 09:55:12,N,DR_K,       16.30
01/19/2016 09:55:12,N,DR_KK,       16.30
01/19/2016 09:55:12,N,DR_KV,       16.30
01/19/2016 09:55:12,N,DSN_K,       16.30
01/19/2016 09:55:12,N,DSN_KD,       16.30
01/19/2016 09:55:12,N,DS_BAT__1384,       16.30
01/19/2016 09:55:12,N,DS_BAT__1385,       16.30
01/19/2016 09:55:12,N,DS_BAT__1386,       16.30
01/19/2016 09:55:12,N,DS_BAT__1387,       16.30
01/19/2016 09:55:12,N,DS_BAT__1388,       16.30
01/19/2016 09:55:12,N,DS_BAT__1389,       16.30
01/19/2016 09:55:12,N,DS_BAT__138A,       16.30
01/19/2016 09:55:12,N,DS_BAT__138B,       16.30
01/19/2016 09:55:12,N,DS_BAT__138C,       16.30
01/19/2016 09:55:12,N,DS_BAT__138T,       16.30
01/19/2016 09:55:12,N,DS_BAT__138Y,       16.30
01/19/2016 09:55:12,N,DT_V_C,       16.30
01/19/2016 09:55:12,N,DUBLIN1_8,       16.50
01/19/2016 09:55:12,N,DUBLIN1_8X,       16.50
01/19/2016 09:55:12,N,DUBLIN1_9,       16.50
01/19/2016 09:55:12,N,DUCKCK1_8,       16.47
01/19/2016 09:55:12,N,DUCKCOVE_9,       16.47
01/19/2016 09:55:12,N,DUKE_8105,       11.33
01/19/2016 09:55:12,N,DUKE_8405,       11.33
01/19/2016 09:55:12,N,DUKE_8505,       11.33
01/19/2016 09:55:12,N,DUKE_8510,       11.33
01/19/2016 09:55:12,N,DUKE_E_1,       11.33
01/19/2016 09:55:12,N,DUKE_E_2,       11.33
01/19/2016 09:55:12,N,DUK_DUKE_GT1,       11.33
01/19/2016 09:55:12,N,DUK_DUKE_GT2,       11.33
01/19/2016 09:55:12,N,DUK_DUKE_ST1,       11.33
01/19/2016 09:55:12,N,DUN2_L_A,       16.60
01/19/2016 09:55:12,N,DUNLAPM1,       16.48
01/19/2016 09:55:12,N,DUNLAPM2,       16.48
01/19/2016 09:55:12,N,DUNLAPM3,       16.47
01/19/2016 09:55:12,N,DUNLAPM4,       16.47
01/19/2016 09:55:12,N,DUN_138A,       16.30
01/19/2016 09:55:12,N,DUN_138B,       16.30
01/19/2016 09:55:12,N,DUN_8000,       16.30
01/19/2016 09:55:12,N,DUN_8005,       16.30
01/19/2016 09:55:12,N,DUN_8020,       16.30
01/19/2016 09:55:12,N,DUN_TR1,       16.30
01/19/2016 09:55:12,N,DUN_TR2,       16.30
01/19/2016 09:55:12,N,DUN_TR3,       16.30
01/19/2016 09:55:12,N,DUP1_V_L_A,       16.01
01/19/2016 09:55:12,N,DUP1_V_L_B,       16.01
01/19/2016 09:55:12,N,DUP2_V_BUS1,       16.01
01/19/2016 09:55:12,N,DUP2_V_BUS2,       16.01
01/19/2016 09:55:12,N,DUP2_V_L_A,       16.01
01/19/2016 09:55:12,N,DUP2_V_L_B,       16.01
01/19/2016 09:55:12,N,DUPV1_BUS1,       16.01
01/19/2016 09:55:12,N,DUPV1_BUS2,       16.01
01/19/2016 09:55:12,N,DUPV1_L_A,       16.01
01/19/2016 09:55:12,N,DUPV1_L_B,       16.01
01/19/2016 09:55:12,N,DUP_DUPV1_G1,       16.01
01/19/2016 09:55:12,N,DUTTON_L_A,       16.58
01/19/2016 09:55:12,N,DUVAL1_9,       16.48
01/19/2016 09:55:12,N,DUVAL1_9R,       16.48
01/19/2016 09:55:12,N,DUVAL1_9S,       16.48
01/19/2016 09:55:12,N,DUVAL1_9T,       16.48
01/19/2016 09:55:12,N,DUVAL1_9U,       16.48
01/19/2016 09:55:12,N,DUVAL1_9Y,       16.48
01/19/2016 09:55:12,N,DUVAL1_9Z,       16.48
01/19/2016 09:55:12,N,DVIL1_8,       16.47
01/19/2016 09:55:12,N,DVIL1_8W,       16.47
01/19/2016 09:55:12,N,DVIL1_8X,       16.47
01/19/2016 09:55:12,N,DVILS1_8,       16.47
01/19/2016 09:55:12,N,DVILS1_8W,       16.47
01/19/2016 09:55:12,N,DVILS1_8X,       16.47
01/19/2016 09:55:12,N,DV_K,       16.30
01/19/2016 09:55:12,N,DV_KF,       16.30
01/19/2016 09:55:12,N,DV_KO,       16.30
01/19/2016 09:55:12,N,DWNTWN__138A,       16.30
01/19/2016 09:55:12,N,DWNTWN__138Z,       16.30
01/19/2016 09:55:12,N,DWNTWN__69A,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AC,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AD,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AE,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AF,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AG,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AK,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AL,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AM,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AO,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AP,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AQ,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AR,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AS,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AT,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AU,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AV,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AW,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AX,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AY,       16.30
01/19/2016 09:55:12,N,DWNTWN__69AZ,       16.30
01/19/2016 09:55:12,N,DYANN,       16.26
01/19/2016 09:55:12,N,DYEMOUND1,       16.48
01/19/2016 09:55:12,N,DYEMOUND2,       16.48
01/19/2016 09:55:12,N,DYN_4606,       16.26
01/19/2016 09:55:12,N,DYN_4607,       16.26
01/19/2016 09:55:12,N,DYN_V_A,       16.26
01/19/2016 09:55:12,N,DYN_V_B,       16.26
01/19/2016 09:55:12,N,EAGLECK_A,       16.70
01/19/2016 09:55:12,N,EAGLECK_B,       16.70
01/19/2016 09:55:12,N,EAGLEMNT1_5,       16.48
01/19/2016 09:55:12,N,EAGLEMNT1_8,       16.48
01/19/2016 09:55:12,N,EAGLEMNT_W8Z,       16.48
01/19/2016 09:55:12,N,EAGLE_HY_348,       20.46
01/19/2016 09:55:12,N,EAGLE_HY_E_1,       20.46
01/19/2016 09:55:12,N,EAGLE_HY_L_A,       20.46
01/19/2016 09:55:12,N,EAGLE_PS_L_A,       20.72
01/19/2016 09:55:12,N,EAGLE_PS_L_B,       20.72
01/19/2016 09:55:12,N,EAGLE_PS_V_A,       20.72
01/19/2016 09:55:12,N,EAGLE_PS_V_B,       20.72
01/19/2016 09:55:12,N,EAGLE___138A,       16.30
01/19/2016 09:55:12,N,EAGLE___138T,       16.30
01/19/2016 09:55:12,N,EAGLE___138U,       16.30
01/19/2016 09:55:12,N,EAGLE___138Z,       16.30
01/19/2016 09:55:12,N,EAGLHYTP_472,       20.46
01/19/2016 09:55:12,N,EAGLHYTP_592,       20.46
01/19/2016 09:55:12,N,EAG_L_A,       16.30
01/19/2016 09:55:12,N,EA_EAGLE_HY1,       20.46
01/19/2016 09:55:12,N,EA_EAGLE_HY2,       20.46
01/19/2016 09:55:12,N,EA_EAGLE_HY3,       20.46
01/19/2016 09:55:12,N,EB,       16.30
01/19/2016 09:55:12,N,EB0001,       16.52
01/19/2016 09:55:12,N,EB0001A,       16.47
01/19/2016 09:55:12,N,EB0001_NEV,       16.47
01/19/2016 09:55:12,N,EB0001_WJ,       16.47
01/19/2016 09:55:12,N,EB0002,       16.52
01/19/2016 09:55:12,N,EB0004,       16.47
01/19/2016 09:55:12,N,EB0004_1,       16.47
01/19/2016 09:55:12,N,EB0004_NEV,       16.47
01/19/2016 09:55:12,N,EB0004_WJ,       16.47
01/19/2016 09:55:12,N,EB0007,       16.47
01/19/2016 09:55:12,N,EB0012,       16.47
01/19/2016 09:55:12,N,EB0012_WJ,       16.47
01/19/2016 09:55:12,N,EB0015,       16.47
01/19/2016 09:55:12,N,EB0015_NEV,       16.47
01/19/2016 09:55:12,N,EB0015_WJ,       16.47
01/19/2016 09:55:12,N,EB0016,       16.47
01/19/2016 09:55:12,N,EB0020,       16.47
01/19/2016 09:55:12,N,EB0020_WJ,       16.47
01/19/2016 09:55:12,N,EB0023,       16.47
01/19/2016 09:55:12,N,EB0024,       16.47
01/19/2016 09:55:12,N,EB01,       16.46
01/19/2016 09:55:12,N,EB02,       16.51
01/19/2016 09:55:12,N,EB05,       16.51
01/19/2016 09:55:12,N,EB1,       16.49
01/19/2016 09:55:12,N,EB10,       16.41
01/19/2016 09:55:12,N,EB100,       16.41
01/19/2016 09:55:12,N,EB101,       16.51
01/19/2016 09:55:12,N,EB1_ADMDS,       16.55
01/19/2016 09:55:12,N,EB1_ANDNR,       16.55
01/19/2016 09:55:12,N,EB1_AUPOI,       16.55
01/19/2016 09:55:12,N,EB1_BDPOI,       16.55
01/19/2016 09:55:12,N,EB1_BSPRSW,       16.55
01/19/2016 09:55:12,N,EB1_BUZSW,       16.54
01/19/2016 09:55:12,N,EB1_DAVIS,       16.48
01/19/2016 09:55:12,N,EB1_EULES,       16.47
01/19/2016 09:55:12,N,EB1_GRDNE,       16.54
01/19/2016 09:55:12,N,EB1_GRPTT,       16.48
01/19/2016 09:55:12,N,EB1_HLTOM,       16.48
01/19/2016 09:55:12,N,EB1_LNGLK,       16.45
01/19/2016 09:55:12,N,EB1_MCDLD,       16.54
01/19/2016 09:55:12,N,EB1_MCNSW,       16.55
01/19/2016 09:55:12,N,EB1_OAKHL,       16.48
01/19/2016 09:55:12,N,EB1_ODESA,       16.56
01/19/2016 09:55:12,N,EB1_SBYSW,       16.56
01/19/2016 09:55:12,N,EB1_SFTLK,       16.55
01/19/2016 09:55:12,N,EB1_T,       16.48
01/19/2016 09:55:12,N,EB1_TIODE,       16.56
01/19/2016 09:55:12,N,EB1_VLSES,       16.48
01/19/2016 09:55:12,N,EB1_WHOUS,       16.46
01/19/2016 09:55:12,N,EB1_WLPOI,       16.30
01/19/2016 09:55:12,N,EB1_XFMR3,       16.55
01/19/2016 09:55:12,N,EB2,       16.49
01/19/2016 09:55:12,N,EB20,       16.41
01/19/2016 09:55:12,N,EB200,       16.41
01/19/2016 09:55:12,N,EB210002,       16.52
01/19/2016 09:55:12,N,EB2HLSBR,       16.47
01/19/2016 09:55:12,N,EB2_ANDNR,       16.55
01/19/2016 09:55:12,N,EB2_BUS2,       12.51
01/19/2016 09:55:12,N,EB2_DAVIS,       16.48
01/19/2016 09:55:12,N,EB2_EULES,       16.47
01/19/2016 09:55:12,N,EB2_HLTOM,       16.48
01/19/2016 09:55:12,N,EB2_KNAPP,       16.53
01/19/2016 09:55:12,N,EB2_MCNSW,       16.55
01/19/2016 09:55:12,N,EB2_OAKHL,       16.48
01/19/2016 09:55:12,N,EB2_ODESA,       16.56
01/19/2016 09:55:12,N,EB2_SBYSW,       16.56
01/19/2016 09:55:12,N,EB300,       16.41
01/19/2016 09:55:12,N,EB3380_VLSES,       16.48
01/19/2016 09:55:12,N,EB3_ANDNR,       16.55
01/19/2016 09:55:12,N,EB3_BUS2,       16.53
01/19/2016 09:55:12,N,EB3_LXFMR3,       16.68
01/19/2016 09:55:12,N,EB3_MCNSW,       16.55
01/19/2016 09:55:12,N,EB400,       16.41
01/19/2016 09:55:12,N,EB4000,       16.48
01/19/2016 09:55:12,N,EB4001,       16.48
01/19/2016 09:55:12,N,EB4130,       16.48
01/19/2016 09:55:12,N,EB4171,       16.48
01/19/2016 09:55:12,N,EB4171_1,       16.30
01/19/2016 09:55:12,N,EB4172,       16.48
01/19/2016 09:55:12,N,EB4172_1,       16.30
01/19/2016 09:55:12,N,EB4270,       16.48
01/19/2016 09:55:12,N,EB4271_1,       16.30
01/19/2016 09:55:12,N,EB4330,       16.48
01/19/2016 09:55:12,N,EB4371_1,       16.30
01/19/2016 09:55:12,N,EB4372_1,       16.30
01/19/2016 09:55:12,N,EB4430,       16.48
01/19/2016 09:55:12,N,EB4470,       16.48
01/19/2016 09:55:12,N,EB4471_1,       16.30
01/19/2016 09:55:12,N,EB4570,       16.48
01/19/2016 09:55:12,N,EB4571_1,       16.30
01/19/2016 09:55:12,N,EB4630,       16.48
01/19/2016 09:55:12,N,EB4671_1,       16.30
01/19/2016 09:55:12,N,EB4701,       16.48
01/19/2016 09:55:12,N,EB4801,       16.48
01/19/2016 09:55:12,N,EB4_ANDNR,       16.55
01/19/2016 09:55:12,N,EB4_MCNSW,       16.55
01/19/2016 09:55:12,N,EB5,       15.07
01/19/2016 09:55:12,N,EB60,       16.41
01/19/2016 09:55:12,N,EB8,       15.07
01/19/2016 09:55:12,N,EB8001,       16.40
01/19/2016 09:55:12,N,EB8002,       16.40
01/19/2016 09:55:12,N,EB8003,       16.40
01/19/2016 09:55:12,N,EBAIRPK_2,       16.55
01/19/2016 09:55:12,N,EBBA,       16.80
01/19/2016 09:55:12,N,EBC,       12.56
01/19/2016 09:55:12,N,EBC1,       12.56
01/19/2016 09:55:12,N,EBCHNDW1,       16.47
01/19/2016 09:55:12,N,EBCTRLA02,       16.57
01/19/2016 09:55:12,N,EBCTRLA03,       16.57
01/19/2016 09:55:12,N,EBFMLD1,       16.55
01/19/2016 09:55:12,N,EBLB,       16.80
01/19/2016 09:55:12,N,EBLGVST_2,       16.48
01/19/2016 09:55:12,N,EBLJ,       16.80
01/19/2016 09:55:12,N,EBLL,       12.36
01/19/2016 09:55:12,N,EBLP,       16.80
01/19/2016 09:55:12,N,EBLV,       12.36
01/19/2016 09:55:12,N,EBMT11,       16.56
01/19/2016 09:55:12,N,EBMT17,       16.56
01/19/2016 09:55:12,N,EBNYLDVMOBIL,       16.47
01/19/2016 09:55:12,N,EBRIDGPORT,       16.48
01/19/2016 09:55:12,N,EBRIDGPORT02,       16.48
01/19/2016 09:55:12,N,EBRIDGPORT03,       16.48
01/19/2016 09:55:12,N,EBRNPOI,       16.49
01/19/2016 09:55:12,N,EBSS,       12.36
01/19/2016 09:55:12,N,EBSTANT3,       16.55
01/19/2016 09:55:12,N,EBT1,       16.57
01/19/2016 09:55:12,N,EBT2,       16.51
01/19/2016 09:55:12,N,EBT4,       16.52
01/19/2016 09:55:12,N,EBTL,       16.56
01/19/2016 09:55:12,N,EBTR3,       16.30
01/19/2016 09:55:12,N,EBTYLNWM,       16.47
01/19/2016 09:55:12,N,EBUS_2,       12.92
01/19/2016 09:55:12,N,EBWINDMILL1,       16.51
01/19/2016 09:55:12,N,EBWINDMILL13,       16.51
01/19/2016 09:55:12,N,EBWINDMILL28,       16.51
01/19/2016 09:55:12,N,EBWLSPTMBL,       16.47
01/19/2016 09:55:12,N,EBXFMR1,       16.56
01/19/2016 09:55:12,N,EB_0001,       16.55
01/19/2016 09:55:12,N,EB_0002,       16.73
01/19/2016 09:55:12,N,EB_0002X,       16.47
01/19/2016 09:55:12,N,EB_0003,       16.55
01/19/2016 09:55:12,N,EB_0004,       16.70
01/19/2016 09:55:12,N,EB_0006,       16.47
01/19/2016 09:55:12,N,EB_0009,       16.47
01/19/2016 09:55:12,N,EB_001,       16.24
01/19/2016 09:55:12,N,EB_0010,       16.83
01/19/2016 09:55:12,N,EB_0011,       16.67
01/19/2016 09:55:12,N,EB_0013,       17.22
01/19/2016 09:55:12,N,EB_0016,       16.49
01/19/2016 09:55:12,N,EB_0017,       16.47
01/19/2016 09:55:12,N,EB_0018,       16.49
01/19/2016 09:55:12,N,EB_002,       16.24
01/19/2016 09:55:12,N,EB_0020,       16.41
01/19/2016 09:55:12,N,EB_0027,       16.47
01/19/2016 09:55:12,N,EB_0028,       16.47
01/19/2016 09:55:12,N,EB_0029,       16.41
01/19/2016 09:55:12,N,EB_0030,       16.41
01/19/2016 09:55:12,N,EB_0030_LOAD,       16.51
01/19/2016 09:55:12,N,EB_0062,       16.47
01/19/2016 09:55:12,N,EB_009,       16.51
01/19/2016 09:55:12,N,EB_01,       16.24
01/19/2016 09:55:12,N,EB_010,       16.24
01/19/2016 09:55:12,N,EB_0100,       16.50
01/19/2016 09:55:12,N,EB_0112,       16.24
01/19/2016 09:55:12,N,EB_0114,       16.24
01/19/2016 09:55:12,N,EB_0185,       15.88
01/19/2016 09:55:12,N,EB_0195,       15.88
01/19/2016 09:55:12,N,EB_02,       16.24
01/19/2016 09:55:12,N,EB_0200,       16.64
01/19/2016 09:55:12,N,EB_0202,       16.86
01/19/2016 09:55:12,N,EB_0300,       16.53
01/19/2016 09:55:12,N,EB_0302,       16.86
01/19/2016 09:55:12,N,EB_080,       16.24
01/19/2016 09:55:12,N,EB_09,       16.53
01/19/2016 09:55:12,N,EB_090,       16.24
01/19/2016 09:55:12,N,EB_0BB2,       16.47
01/19/2016 09:55:12,N,EB_1,       16.72
01/19/2016 09:55:12,N,EB_10,      -33.84
01/19/2016 09:55:12,N,EB_1000,       16.47
01/19/2016 09:55:12,N,EB_1001,       16.47
01/19/2016 09:55:12,N,EB_1002,       16.47
01/19/2016 09:55:12,N,EB_1003,       16.51
01/19/2016 09:55:12,N,EB_1006,       16.51
01/19/2016 09:55:12,N,EB_101,       16.30
01/19/2016 09:55:12,N,EB_1023,       16.51
01/19/2016 09:55:12,N,EB_1024,       16.51
01/19/2016 09:55:12,N,EB_1025,       16.51
01/19/2016 09:55:12,N,EB_1026,       16.51
01/19/2016 09:55:12,N,EB_1039,       16.51
01/19/2016 09:55:12,N,EB_121,       16.24
01/19/2016 09:55:12,N,EB_1382,       16.73
01/19/2016 09:55:12,N,EB_1384,       16.52
01/19/2016 09:55:12,N,EB_138A,       16.30
01/19/2016 09:55:12,N,EB_138A00,       16.24
01/19/2016 09:55:12,N,EB_138B,       16.30
01/19/2016 09:55:12,N,EB_138B00,       16.24
01/19/2016 09:55:12,N,EB_138BB3,       16.53
01/19/2016 09:55:12,N,EB_138BB4,       16.53
01/19/2016 09:55:12,N,EB_138C,       16.30
01/19/2016 09:55:12,N,EB_138G1,       16.53
01/19/2016 09:55:12,N,EB_138G2,       16.53
01/19/2016 09:55:12,N,EB_14,       16.48
01/19/2016 09:55:12,N,EB_15,       16.48
01/19/2016 09:55:12,N,EB_1807,       16.47
01/19/2016 09:55:12,N,EB_1811,       16.47
01/19/2016 09:55:12,N,EB_1HX,       16.48
01/19/2016 09:55:12,N,EB_2,       16.76
01/19/2016 09:55:12,N,EB_201,       16.30
01/19/2016 09:55:12,N,EB_21,       16.51
01/19/2016 09:55:12,N,EB_22,       16.48
01/19/2016 09:55:12,N,EB_2211,       16.39
01/19/2016 09:55:12,N,EB_25,       16.58
01/19/2016 09:55:12,N,EB_27,       16.51
01/19/2016 09:55:12,N,EB_2HX,       16.48
01/19/2016 09:55:12,N,EB_3,       16.48
01/19/2016 09:55:12,N,EB_301,       16.30
01/19/2016 09:55:12,N,EB_32,       16.24
01/19/2016 09:55:12,N,EB_36030,       16.50
01/19/2016 09:55:12,N,EB_37,       16.58
01/19/2016 09:55:12,N,EB_38,       16.51
01/19/2016 09:55:12,N,EB_39,       16.51
01/19/2016 09:55:12,N,EB_4,       12.92
01/19/2016 09:55:12,N,EB_401,       16.30
01/19/2016 09:55:12,N,EB_4436,       16.48
01/19/2016 09:55:12,N,EB_5,       12.92
01/19/2016 09:55:12,N,EB_501,       16.30
01/19/2016 09:55:12,N,EB_5011,       16.30
01/19/2016 09:55:12,N,EB_5040,       16.60
01/19/2016 09:55:12,N,EB_5050,       16.30
01/19/2016 09:55:12,N,EB_601,       16.30
01/19/2016 09:55:12,N,EB_6014,       16.50
01/19/2016 09:55:12,N,EB_6314,       16.52
01/19/2016 09:55:12,N,EB_6488,       16.55
01/19/2016 09:55:12,N,EB_6582,       16.80
01/19/2016 09:55:12,N,EB_6916,       16.52
01/19/2016 09:55:12,N,EB_6942,       16.40
01/19/2016 09:55:12,N,EB_7,       16.30
01/19/2016 09:55:12,N,EB_7072,       16.27
01/19/2016 09:55:12,N,EB_72,       16.24
01/19/2016 09:55:12,N,EB_7_1,       16.50
01/19/2016 09:55:12,N,EB_8000,       16.24
01/19/2016 09:55:12,N,EB_8001,       16.40
01/19/2016 09:55:12,N,EB_8002,       16.40
01/19/2016 09:55:12,N,EB_8010,       16.24
01/19/2016 09:55:12,N,EB_8015,       16.30
01/19/2016 09:55:12,N,EB_8025,       16.30
01/19/2016 09:55:12,N,EB_8055,       16.30
01/19/2016 09:55:12,N,EB_8060,       16.30
01/19/2016 09:55:12,N,EB_8102,       16.41
01/19/2016 09:55:12,N,EB_8_1,       16.50
01/19/2016 09:55:12,N,EB_9,       16.24
01/19/2016 09:55:12,N,EB_9045,       16.30
01/19/2016 09:55:12,N,EB_91,       16.24
01/19/2016 09:55:12,N,EB_9132,       16.41
01/19/2016 09:55:12,N,EB_A5_X5,       16.81
01/19/2016 09:55:12,N,EB_ABWG_4380,       16.52
01/19/2016 09:55:12,N,EB_ABWG_DSC1,       16.52
01/19/2016 09:55:12,N,EB_ABWG_L_B,       16.52
01/19/2016 09:55:12,N,EB_ACACIA_17,       16.59
01/19/2016 09:55:12,N,EB_ACSSW_BBE,       16.55
01/19/2016 09:55:12,N,EB_ACSSW_BBW,       16.55
01/19/2016 09:55:12,N,EB_ALIBATES,       16.51
01/19/2016 09:55:12,N,EB_ALIBATES1,       16.51
01/19/2016 09:55:12,N,EB_ALIBATES9,       16.51
01/19/2016 09:55:12,N,EB_AUX2,       13.43
01/19/2016 09:55:12,N,EB_AUX3,       13.43
01/19/2016 09:55:12,N,EB_AUX_12,       16.43
01/19/2016 09:55:12,N,EB_AUX_34,       16.43
01/19/2016 09:55:12,N,EB_AUX_LOAD,       16.47
01/19/2016 09:55:12,N,EB_B,       16.30
01/19/2016 09:55:12,N,EB_B1,       16.51
01/19/2016 09:55:12,N,EB_B4,       16.51
01/19/2016 09:55:12,N,EB_B69X,       16.30
01/19/2016 09:55:12,N,EB_BBS,       16.56
01/19/2016 09:55:12,N,EB_BCATWD_03,       16.50
01/19/2016 09:55:12,N,EB_BFM_1,       16.30
01/19/2016 09:55:12,N,EB_BFM_2,       16.30
01/19/2016 09:55:12,N,EB_BFM_4,       16.30
01/19/2016 09:55:12,N,EB_BLES_8955,       16.19
01/19/2016 09:55:12,N,EB_BLSUMMIT,       16.50
