SCEDTimestamp,RepeatedHourFlag,ElectricalBus,LMP
01/15/2016 11:20:11,N,138_BUS1,       18.24
01/15/2016 11:20:11,N,138_BUS2,       18.24
01/15/2016 11:20:11,N,1397,       18.24
01/15/2016 11:20:11,N,1398,       18.24
01/15/2016 11:20:11,N,13_EB,       18.24
01/15/2016 11:20:11,N,1401,       18.24
01/15/2016 11:20:11,N,1404,       18.24
01/15/2016 11:20:11,N,15_EB,       18.24
01/15/2016 11:20:11,N,17034_EB_1,       18.24
01/15/2016 11:20:11,N,17_EB,       18.24
01/15/2016 11:20:11,N,19_EB,       18.24
01/15/2016 11:20:11,N,1J12SL_LD_,       18.24
01/15/2016 11:20:11,N,1_EB,       18.24
01/15/2016 11:20:11,N,1_EBUS,       18.24
01/15/2016 11:20:11,N,1_EB_,       18.24
01/15/2016 11:20:11,N,201_1,       18.24
01/15/2016 11:20:11,N,202_2,       18.24
01/15/2016 11:20:11,N,219HSL_LD1,       18.24
01/15/2016 11:20:11,N,222HSL_LD_,       18.24
01/15/2016 11:20:11,N,22_EB,       18.24
01/15/2016 11:20:11,N,248HSL_LD_,       18.24
01/15/2016 11:20:11,N,24_EB,       18.24
01/15/2016 11:20:11,N,2500_EB,       18.24
01/15/2016 11:20:11,N,251HSL_LD_,       18.24
01/15/2016 11:20:11,N,2641SL_LD_,       18.24
01/15/2016 11:20:11,N,265HSL_LD_,       18.24
01/15/2016 11:20:11,N,26_EB,       18.24
01/15/2016 11:20:11,N,293HSL_LD_,       18.24
01/15/2016 11:20:11,N,2J10SL_LD_,       18.24
01/15/2016 11:20:11,N,2_EB,       18.24
01/15/2016 11:20:11,N,2_EBUS,       18.24
01/15/2016 11:20:11,N,2_ELB,       18.24
01/15/2016 11:20:11,N,302HSL_LD_,       18.24
01/15/2016 11:20:11,N,3111,       18.24
01/15/2016 11:20:11,N,3211,       18.24
01/15/2016 11:20:11,N,3251,       18.24
01/15/2016 11:20:11,N,345KV_1,       18.24
01/15/2016 11:20:11,N,345KV_2,       18.24
01/15/2016 11:20:11,N,345_2,       18.24
01/15/2016 11:20:11,N,36TH_2,       18.24
01/15/2016 11:20:11,N,36TH_3,       18.24
01/15/2016 11:20:11,N,3813_EB,       18.24
01/15/2016 11:20:11,N,3819,       18.24
01/15/2016 11:20:11,N,3_EBUS,       18.24
01/15/2016 11:20:11,N,401,       18.24
01/15/2016 11:20:11,N,4110,       18.24
01/15/2016 11:20:11,N,4171_1,       18.24
01/15/2016 11:20:11,N,4172_1,       18.24
01/15/2016 11:20:11,N,4210,       18.24
01/15/2016 11:20:11,N,4212,       18.24
01/15/2016 11:20:11,N,4271,       18.24
01/15/2016 11:20:11,N,4412,       18.24
01/15/2016 11:20:11,N,4432,       18.24
01/15/2016 11:20:11,N,4471,       18.24
01/15/2016 11:20:11,N,4536EB,       18.24
01/15/2016 11:20:11,N,4571_1,       18.24
01/15/2016 11:20:11,N,4572_1,       18.24
01/15/2016 11:20:11,N,4671,       18.24
01/15/2016 11:20:11,N,4871,       18.24
01/15/2016 11:20:11,N,4_EB,       18.24
01/15/2016 11:20:11,N,5005EB,       18.24
01/15/2016 11:20:11,N,5010EB,       18.24
01/15/2016 11:20:11,N,5017EB,       18.24
01/15/2016 11:20:11,N,5020EB,       18.24
01/15/2016 11:20:11,N,5025EB,       18.24
01/15/2016 11:20:11,N,5228_EB,       18.24
01/15/2016 11:20:11,N,5229_EB,       18.24
01/15/2016 11:20:11,N,5232_EB,       18.24
01/15/2016 11:20:11,N,5233_EB,       18.24
01/15/2016 11:20:11,N,5364EB,       18.24
01/15/2016 11:20:11,N,5TR1,       18.24
01/15/2016 11:20:11,N,60BHSL_LD_,       18.24
01/15/2016 11:20:11,N,61AHSL_LD_,       18.24
01/15/2016 11:20:11,N,6764,       18.24
01/15/2016 11:20:11,N,6900,       18.24
01/15/2016 11:20:11,N,6905,       18.24
01/15/2016 11:20:11,N,69BUS,       18.24
01/15/2016 11:20:11,N,69KV,       18.24
01/15/2016 11:20:11,N,69KV_1,       18.24
01/15/2016 11:20:11,N,69KV_2,       18.24
01/15/2016 11:20:11,N,69_BUS1,       18.24
01/15/2016 11:20:11,N,6_EB,       18.24
01/15/2016 11:20:11,N,7_EB,       18.24
01/15/2016 11:20:11,N,8009001_8S,       18.24
01/15/2016 11:20:11,N,8009003_8X,       18.24
01/15/2016 11:20:11,N,89NWK_KC,       18.24
01/15/2016 11:20:11,N,89NWK_KDX,       18.24
01/15/2016 11:20:11,N,89NWK_KHE,       18.24
01/15/2016 11:20:11,N,89NWK_KJ,       18.24
01/15/2016 11:20:11,N,8EB,       18.24
01/15/2016 11:20:11,N,8_EB,       18.24
01/15/2016 11:20:11,N,8_EBUS,       18.24
01/15/2016 11:20:11,N,9411,       18.24
01/15/2016 11:20:11,N,9BB3_EB,       18.24
01/15/2016 11:20:11,N,9_EBUS,       18.24
01/15/2016 11:20:11,N,AAPIPELN_KM,       18.24
01/15/2016 11:20:11,N,AAPIPELN_WT,       18.24
01/15/2016 11:20:11,N,ABBOTT1X,       18.24
01/15/2016 11:20:11,N,ABBYBEND,       18.24
01/15/2016 11:20:11,N,ABCC_L_A,       18.24
01/15/2016 11:20:11,N,ABCG_L_A,       18.24
01/15/2016 11:20:11,N,ABCR_L_A,       18.24
01/15/2016 11:20:11,N,ABD1_L_A,       18.24
01/15/2016 11:20:11,N,ABD2_L_A,       18.24
01/15/2016 11:20:11,N,ABD3_L_A,       18.24
01/15/2016 11:20:11,N,ABEA_138BUS1,       18.24
01/15/2016 11:20:11,N,ABEA_138BUS2,       18.24
01/15/2016 11:20:11,N,ABEA_L_A,       18.24
01/15/2016 11:20:11,N,ABEA_V_A,       18.24
01/15/2016 11:20:11,N,ABEA_V_B,       18.24
01/15/2016 11:20:11,N,ABEC_L_A,       18.24
01/15/2016 11:20:11,N,ABEC_L_B,       18.24
01/15/2016 11:20:11,N,ABEC_V_A,       18.24
01/15/2016 11:20:11,N,ABEC_V_B,       18.24
01/15/2016 11:20:11,N,ABED_K,       18.24
01/15/2016 11:20:11,N,ABHT_L_A,       18.24
01/15/2016 11:20:11,N,ABINDUST_K,       18.24
01/15/2016 11:20:11,N,ABINDUST_KX,       18.24
01/15/2016 11:20:11,N,ABLSPRRC_K,       18.24
01/15/2016 11:20:11,N,ABLSPRRC_KX,       18.24
01/15/2016 11:20:11,N,ABMB_V_A,       18.24
01/15/2016 11:20:11,N,ABMB_V_B,       18.24
01/15/2016 11:20:11,N,ABMB_V_D,       18.24
01/15/2016 11:20:11,N,ABMB_V_E,       18.24
01/15/2016 11:20:11,N,ABMM_L_A,       18.24
01/15/2016 11:20:11,N,ABMM_L_B,       18.24
01/15/2016 11:20:11,N,ABMS_L_A,       18.24
01/15/2016 11:20:11,N,ABNW_V_A,       18.24
01/15/2016 11:20:11,N,ABNW_V_B,       18.24
01/15/2016 11:20:11,N,ABNW_V_C,       18.24
01/15/2016 11:20:11,N,ABNW_V_D,       18.24
01/15/2016 11:20:11,N,ABOM_L_A,       18.24
01/15/2016 11:20:11,N,ABON_L_A,       18.24
01/15/2016 11:20:11,N,ABOV_L_A,       18.24
01/15/2016 11:20:11,N,ABOV_V_A,       18.24
01/15/2016 11:20:11,N,ABPG_L_A,       18.24
01/15/2016 11:20:11,N,ABPG_L_B,       18.24
01/15/2016 11:20:11,N,ABPG_V_A,       18.24
01/15/2016 11:20:11,N,ABRAMS1_8Z,       18.24
01/15/2016 11:20:11,N,ABRAMS2_8Y,       18.24
01/15/2016 11:20:11,N,ABRC_L_A,       18.24
01/15/2016 11:20:11,N,ABRC_V_A,       18.24
01/15/2016 11:20:11,N,ABRL_L_A,       18.24
01/15/2016 11:20:11,N,ABRP_L_A,       18.24
01/15/2016 11:20:11,N,ABSH_L_A,       18.24
01/15/2016 11:20:11,N,ABSH_L_B,       18.24
01/15/2016 11:20:11,N,ABSH_V_A,       18.24
01/15/2016 11:20:11,N,ABSO_BUS2,       18.24
01/15/2016 11:20:11,N,ABSO_V_A,       18.24
01/15/2016 11:20:11,N,ABSO_V_B,       18.24
01/15/2016 11:20:11,N,ABTT_L_A,       18.24
01/15/2016 11:20:11,N,ABVO_L_A,       18.24
01/15/2016 11:20:11,N,ABWA_L_A,       18.24
01/15/2016 11:20:11,N,ABWG_L_B,       18.24
01/15/2016 11:20:11,N,ACA_LD1,       18.24
01/15/2016 11:20:11,N,ACHEV_9,       18.24
01/15/2016 11:20:11,N,ACKERLY_9X,       18.24
01/15/2016 11:20:11,N,ACKRLNTC_9X,       18.24
01/15/2016 11:20:11,N,ACLINE_EB,       18.24
01/15/2016 11:20:11,N,ACME_L_A,       18.24
01/15/2016 11:20:11,N,ACTON,       18.24
01/15/2016 11:20:11,N,ADERHOLD_L_A,       18.24
01/15/2016 11:20:11,N,ADERHOLD_L_B,       18.24
01/15/2016 11:20:11,N,ADICKS_138D,       18.24
01/15/2016 11:20:11,N,ADICKS_138N,       18.24
01/15/2016 11:20:11,N,ADICKS_345C,       18.24
01/15/2016 11:20:11,N,ADICKS__138B,       18.24
01/15/2016 11:20:11,N,ADICKS__345A,       18.24
01/15/2016 11:20:11,N,ADICKS__8030,       18.24
01/15/2016 11:20:11,N,ADK_V_C,       18.24
01/15/2016 11:20:11,N,ADOBEMEW_8X,       18.24
01/15/2016 11:20:11,N,ADRHLD_TMP,       18.24
01/15/2016 11:20:11,N,ADSN1_8V,       18.24
01/15/2016 11:20:11,N,ADSN1_8W,       18.24
01/15/2016 11:20:11,N,ADVANCE,       18.24
01/15/2016 11:20:11,N,ADVANCE_K,       18.24
01/15/2016 11:20:11,N,ADVANCE_KH,       18.24
01/15/2016 11:20:11,N,AD_K,       18.24
01/15/2016 11:20:11,N,AD_KH,       18.24
01/15/2016 11:20:11,N,AD_KU,       18.24
01/15/2016 11:20:11,N,AE_K,       18.24
01/15/2016 11:20:11,N,AE_KO,       18.24
01/15/2016 11:20:11,N,AE_KP,       18.24
01/15/2016 11:20:11,N,AFTO_L_A,       18.24
01/15/2016 11:20:11,N,AF_K,       18.24
01/15/2016 11:20:11,N,AF_KY,       18.24
01/15/2016 11:20:11,N,AF_KZ,       18.24
01/15/2016 11:20:11,N,AGNES,       18.24
01/15/2016 11:20:11,N,AGR_A,       18.24
01/15/2016 11:20:11,N,AGR_B,       18.24
01/15/2016 11:20:11,N,AGR_C,       18.24
01/15/2016 11:20:11,N,AGR_D,       18.24
01/15/2016 11:20:11,N,AILN_L_A,       18.24
01/15/2016 11:20:11,N,AIR5200B,       18.24
01/15/2016 11:20:11,N,AIR5TR1,       18.24
01/15/2016 11:20:11,N,AIRCO4_L_A,       18.24
01/15/2016 11:20:11,N,AIRCO_8,       18.24
01/15/2016 11:20:11,N,AIRLINE_L_A,       18.24
01/15/2016 11:20:11,N,AIRLINE_L_B,       18.24
01/15/2016 11:20:11,N,AIRLINE_L_C,       18.24
01/15/2016 11:20:11,N,AIRLINE_L_D,       18.24
01/15/2016 11:20:11,N,AIRLINE_MOB,       18.24
01/15/2016 11:20:11,N,AIRLINE_V_A,       18.24
01/15/2016 11:20:11,N,AIRLINE_V_B,       18.24
01/15/2016 11:20:11,N,AIRLINE_V_C,       18.24
01/15/2016 11:20:11,N,AIRLINE_V_D,       18.24
01/15/2016 11:20:11,N,AIRLIQD1T_8Y,       18.24
01/15/2016 11:20:11,N,AIRLIQD1_8,       18.24
01/15/2016 11:20:11,N,AIRMOBILE,       18.24
01/15/2016 11:20:11,N,AIRPARK_8Z,       18.24
01/15/2016 11:20:11,N,AIRPORT_AG1,       18.24
01/15/2016 11:20:11,N,AIRPRD1_8X,       18.24
01/15/2016 11:20:11,N,AIRPRD1_8Y,       18.24
01/15/2016 11:20:11,N,AIRPRD1_8Z,       18.24
01/15/2016 11:20:11,N,AIRPRT69T,       18.24
01/15/2016 11:20:11,N,AIRP_EB,       18.24
01/15/2016 11:20:11,N,AIRP_L_A,       18.24
01/15/2016 11:20:11,N,AIRP_V_A,       18.24
01/15/2016 11:20:11,N,AIR_LIQC_L_A,       18.24
01/15/2016 11:20:11,N,AI_138A,       18.24
01/15/2016 11:20:11,N,AI_138B,       18.24
01/15/2016 11:20:11,N,AI_TR1,       18.24
01/15/2016 11:20:11,N,AI_TR2,       18.24
01/15/2016 11:20:11,N,AJO_345_1,       18.24
01/15/2016 11:20:11,N,AJO_345_2,       18.24
01/15/2016 11:20:11,N,AK_138A,       18.24
01/15/2016 11:20:11,N,AK_138B,       18.24
01/15/2016 11:20:11,N,AK_GT1__8040,       18.24
01/15/2016 11:20:11,N,AK_K,       18.24
01/15/2016 11:20:11,N,AK_KA,       18.24
01/15/2016 11:20:11,N,AK_KH,       18.24
01/15/2016 11:20:11,N,AK_KX,       18.24
01/15/2016 11:20:11,N,ALAMO_CM_A,       18.24
01/15/2016 11:20:11,N,ALAMO_CM_C,       18.24
01/15/2016 11:20:11,N,ALAZAN_L_A,       18.24
01/15/2016 11:20:11,N,ALBANY_L_A,       18.24
01/15/2016 11:20:11,N,ALBANY_V_A,       18.24
01/15/2016 11:20:11,N,ALBNY_FD_L_A,       18.24
01/15/2016 11:20:11,N,ALCOA_L_A,       18.24
01/15/2016 11:20:11,N,ALCOA_L_B,       18.24
01/15/2016 11:20:11,N,ALCORN,       18.24
01/15/2016 11:20:11,N,ALEDO,       18.24
01/15/2016 11:20:11,N,ALEDOTAP,       18.24
01/15/2016 11:20:11,N,ALHUB_RC_L_A,       18.24
01/15/2016 11:20:11,N,ALHUB_RC_L_B,       18.24
01/15/2016 11:20:11,N,ALIBATES_39,       18.24
01/15/2016 11:20:11,N,ALIBATE_15,       18.24
01/15/2016 11:20:11,N,ALIBUS1N,       18.24
01/15/2016 11:20:11,N,ALIBUS2S,       18.24
01/15/2016 11:20:11,N,ALICE_L_A,       18.24
01/15/2016 11:20:11,N,ALICE_L_B,       18.24
01/15/2016 11:20:11,N,ALICE_V_A,       18.24
01/15/2016 11:20:11,N,ALIQUING_K,       18.24
01/15/2016 11:20:11,N,ALK_138A,       18.24
01/15/2016 11:20:11,N,ALK_138B,       18.24
01/15/2016 11:20:11,N,ALK_8005,       18.24
01/15/2016 11:20:11,N,ALK_8010,       18.24
01/15/2016 11:20:11,N,ALK_8035,       18.24
01/15/2016 11:20:11,N,ALK_TR1,       18.24
01/15/2016 11:20:11,N,ALK_TR2,       18.24
01/15/2016 11:20:11,N,ALLEN2_8P,       18.24
01/15/2016 11:20:11,N,ALLEN2_8Q,       18.24
01/15/2016 11:20:11,N,ALLEN2_8U,       18.24
01/15/2016 11:20:11,N,ALLENSW1_5,       18.24
01/15/2016 11:20:11,N,ALLENSW2_5,       18.24
01/15/2016 11:20:11,N,ALLENSW_E8,       18.24
01/15/2016 11:20:11,N,ALLENSW_E8D,       18.24
01/15/2016 11:20:11,N,ALLENSW_W8,       18.24
01/15/2016 11:20:11,N,ALLENSW_W8G,       18.24
01/15/2016 11:20:11,N,ALLEN_K,       18.24
01/15/2016 11:20:11,N,ALLEN_N2_8O,       18.24
01/15/2016 11:20:11,N,ALLEN_N2_8P,       18.24
01/15/2016 11:20:11,N,ALLEN_N2_8T,       18.24
01/15/2016 11:20:11,N,ALLIANCE1_5V,       18.24
01/15/2016 11:20:11,N,ALLIANCE1_5W,       18.24
01/15/2016 11:20:11,N,ALLISON_T9W,       18.24
01/15/2016 11:20:11,N,ALMC_1_BUS1,       18.24
01/15/2016 11:20:11,N,ALMC_V_A,       18.24
01/15/2016 11:20:11,N,ALMO_LN,       18.24
01/15/2016 11:20:11,N,ALMO_UN1,       18.24
01/15/2016 11:20:11,N,ALNTH_KJ,       18.24
01/15/2016 11:20:11,N,ALOESUB9V,       18.24
01/15/2016 11:20:11,N,ALOES_AG1,       18.24
01/15/2016 11:20:11,N,ALPHA2_8O,       18.24
01/15/2016 11:20:11,N,ALPHA2_8V,       18.24
01/15/2016 11:20:11,N,ALPHA2_8W,       18.24
01/15/2016 11:20:11,N,ALPHA2_8X,       18.24
01/15/2016 11:20:11,N,ALPHA_LD01,       18.24
01/15/2016 11:20:11,N,ALPHA_LD02,       18.24
01/15/2016 11:20:11,N,ALPI_L_A,       18.24
01/15/2016 11:20:11,N,ALPI_L_B,       18.24
01/15/2016 11:20:11,N,ALPI_V_A,       18.24
01/15/2016 11:20:11,N,ALPR_L_A,       18.24
01/15/2016 11:20:11,N,ALTON_MV_L_A,       18.24
01/15/2016 11:20:11,N,ALTON_MV_L_B,       18.24
01/15/2016 11:20:11,N,ALTUDA_L_A,       18.24
01/15/2016 11:20:11,N,ALVARADO1_8W,       18.24
01/15/2016 11:20:11,N,ALVARADO1_8Y,       18.24
01/15/2016 11:20:11,N,ALVDO_MT07,       18.24
01/15/2016 11:20:11,N,ALVORD1_8X,       18.24
01/15/2016 11:20:11,N,ALVORD1_8Y,       18.24
01/15/2016 11:20:11,N,AL_8005,       18.24
01/15/2016 11:20:11,N,AL_8010,       18.24
01/15/2016 11:20:11,N,AL_TR1,       18.24
01/15/2016 11:20:11,N,AL_TR2,       18.24
01/15/2016 11:20:11,N,AMBR_L_A,       18.24
01/15/2016 11:20:11,N,AMDX,       18.24
01/15/2016 11:20:11,N,AMDY,       18.24
01/15/2016 11:20:11,N,AMD_SA_B,       18.24
01/15/2016 11:20:11,N,AMELIA2_8W,       18.24
01/15/2016 11:20:11,N,AMELIA2_8X,       18.24
01/15/2016 11:20:11,N,AMERIGAS1Z,       18.24
01/15/2016 11:20:11,N,AMGLDSMI_8,       18.24
01/15/2016 11:20:11,N,AMGLDSMI_8Z,       18.24
01/15/2016 11:20:11,N,AMISTAD_1,       18.24
01/15/2016 11:20:11,N,AMISTAD_2,       18.24
01/15/2016 11:20:11,N,AMISTAD_AG1,       18.24
01/15/2016 11:20:11,N,AMISTAD_AG2,       18.24
01/15/2016 11:20:11,N,AMISTAD_E_1,       18.24
01/15/2016 11:20:11,N,AMISTAD_V_A,       18.24
01/15/2016 11:20:11,N,AMISTD_K,       18.24
01/15/2016 11:20:11,N,AMI_AMISTAG1,       18.24
01/15/2016 11:20:11,N,AMI_AMISTAG2,       18.24
01/15/2016 11:20:11,N,AMNCOWD_8,       18.24
01/15/2016 11:20:11,N,AMOCOOIL_E_1,       18.24
01/15/2016 11:20:11,N,AMOCOOIL_E_2,       18.24
01/15/2016 11:20:11,N,AMOCOOIL_K,       18.24
01/15/2016 11:20:11,N,AMOCOOI_BB2,       18.24
01/15/2016 11:20:11,N,AMOCO_9X,       18.24
01/15/2016 11:20:11,N,AMOMIDFM_8,       18.24
01/15/2016 11:20:11,N,AMOMIDFM_8Y,       18.24
01/15/2016 11:20:11,N,AMOMIDFM_8Z,       18.24
01/15/2016 11:20:11,N,AMOSFOST_8,       18.24
01/15/2016 11:20:11,N,AMOSFOST_8Z,       18.24
01/15/2016 11:20:11,N,AMO_AMOCO_1,       18.24
01/15/2016 11:20:11,N,AMO_AMOCO_2,       18.24
01/15/2016 11:20:11,N,AMO_AMOCO_5,       18.24
01/15/2016 11:20:11,N,AMO_AMOCO_G1,       18.24
01/15/2016 11:20:11,N,AMO_AMOCO_G2,       18.24
01/15/2016 11:20:11,N,AMO_AMOCO_G3,       18.24
01/15/2016 11:20:11,N,AMO_AMOCO_S1,       18.24
01/15/2016 11:20:11,N,AMO_AMOCO_S2,       18.24
01/15/2016 11:20:11,N,AM_K,       18.24
01/15/2016 11:20:11,N,AM_KD,       18.24
01/15/2016 11:20:11,N,AM_MFG1_8,       18.24
01/15/2016 11:20:11,N,ANA,       18.24
01/15/2016 11:20:11,N,ANARENE1_9X,       18.24
01/15/2016 11:20:11,N,ANA_LINE,       18.24
01/15/2016 11:20:11,N,ANA_LOAD,       18.24
01/15/2016 11:20:11,N,ANDERSON_A,       18.24
01/15/2016 11:20:11,N,ANDERSON_L_A,       18.24
01/15/2016 11:20:11,N,ANDERSON_V_A,       18.24
01/15/2016 11:20:11,N,ANDRD_K,       18.24
01/15/2016 11:20:11,N,ANDREWS_9,       18.24
01/15/2016 11:20:11,N,ANETA,       18.24
01/15/2016 11:20:11,N,ANGUSVAL,       18.24
01/15/2016 11:20:11,N,ANGUSVALZ,       18.24
01/15/2016 11:20:11,N,ANNASW_5,       18.24
01/15/2016 11:20:11,N,ANNASW_5A,       18.24
01/15/2016 11:20:11,N,ANNASW_5Y,       18.24
01/15/2016 11:20:11,N,ANNASW_8,       18.24
01/15/2016 11:20:11,N,ANNASW_N5,       18.24
01/15/2016 11:20:11,N,ANNASW_S8,       18.24
01/15/2016 11:20:11,N,ANNA_RC_L_A,       18.24
01/15/2016 11:20:11,N,ANNA_RC_L_B,       18.24
01/15/2016 11:20:11,N,ANNA_ST_L_A,       18.24
01/15/2016 11:20:11,N,ANNA_ST_L_B,       18.24
01/15/2016 11:20:11,N,ANPOI_EB1,       18.24
01/15/2016 11:20:11,N,ANSN_L_A,       18.24
01/15/2016 11:20:11,N,ANSN_V_A,       18.24
01/15/2016 11:20:11,N,ANSO_L_A,       18.24
01/15/2016 11:20:11,N,ANTLP_1,       18.24
01/15/2016 11:20:11,N,ANTLP_2,       18.24
01/15/2016 11:20:11,N,ANTLP_3,       18.24
01/15/2016 11:20:11,N,AN_K,       18.24
01/15/2016 11:20:11,N,AN_KA,       18.24
01/15/2016 11:20:11,N,AN_KI,       18.24
01/15/2016 11:20:11,N,APACHE_6388,       18.24
01/15/2016 11:20:11,N,APACHE_6389,       18.24
01/15/2016 11:20:11,N,APOLLO,       18.24
01/15/2016 11:20:11,N,APOLLO_69,       18.24
01/15/2016 11:20:11,N,APOLLO_T1,       18.24
01/15/2016 11:20:11,N,APOLLO_T2,       18.24
01/15/2016 11:20:11,N,ARANSAS_AG1,       18.24
01/15/2016 11:20:11,N,ARANSAS_AG2,       18.24
01/15/2016 11:20:11,N,ARCADIA_BUS2,       18.24
01/15/2016 11:20:11,N,ARCADIA_LD1,       18.24
01/15/2016 11:20:11,N,ARCADIA_L_A,       18.24
01/15/2016 11:20:11,N,ARCADIA_V_A,       18.24
01/15/2016 11:20:11,N,ARCHCITY_9X,       18.24
01/15/2016 11:20:11,N,ARCO1_8T,       18.24
01/15/2016 11:20:11,N,ARCO1_8V,       18.24
01/15/2016 11:20:11,N,ARCOCRN_8,       18.24
01/15/2016 11:20:11,N,ARCOCRN_8Y,       18.24
01/15/2016 11:20:11,N,ARCOCRN_8Z,       18.24
01/15/2016 11:20:11,N,ARGYLE1_8,       18.24
01/15/2016 11:20:11,N,ARLGTON2_8V,       18.24
01/15/2016 11:20:11,N,ARLGTON2_8W,       18.24
01/15/2016 11:20:11,N,ARLGTON2_8X,       18.24
01/15/2016 11:20:11,N,ARMAND__138A,       18.24
